"Bebedouro";117188,252;535906,051;370865,661;2466710,36;3490670,324;589814,213;4080484,537;55164,7925076721
"Bento de Abreu";36684,157;77654,509;22863,965;53272,578;190475,209;19984,566;210459,776;70957,4430209036
"Bernardino de Campos";37651,106;75862,582;58597,339;169941,979;342053,006;35897,238;377950,244;35018,0898730659
"Bertioga";8254,705;141038,881;454875,988;1318462,442;1922632,016;145045,054;2067677,07;32044,0918389486
"Bilac";124813,102;10506,76;37895,962;103764,105;276979,929;15596,817;292576,746;37247,1987269255
"Birigui";80294,46;720788,391;547944,686;2179371,339;3528398,875;418989,52;3947388,396;32313,0000245578
"Biritiba Mirim";471703,726;46492,911;132717,148;280352,889;931266,674;39749,194;971015,868;29710,120490775
"Boa Esperança do Sul";98617,081;33976,541;77746,827;144513,832;354854,28;25898,981;380753,261;25975,7989493792
"Bocaina";43685,843;33095,832;71175,229;111188,154;259145,058;22818,878;281963,936;23030,624520134
"Bofete";33004,035;24084,799;57485,84;84052,911;198627,585;13806,524;212434,109;18977,4976773271
"Boituva";29902,417;1115746,09;331520,89;1412349,422;2889518,819;503709,865;3393228,685;58517,0587373032
"Bom Jesus dos Perdões";14056,192;575826,055;114518,447;524790,85;1229191,543;233844,637;1463036,18;59412,636751269
"Bom Sucesso de Itararé";5368,545;12078,165;23248,737;19547,589;60243,036;3613,483;63856,52;16398,6954288649
"Borá";13495,84;23466,937;11528,515;19787,573;68278,865;5916,189;74195,054;91485,8865598027
"Boracéia";25545,06;193575,27;28494,395;204730,266;452344,991;66808,454;519153,445;108202,051896624
"Borborema";115708,776;37147,716;81903,718;242451,536;477211,745;40970,49;518182,236;33713,8735198439
"Borebi";22761,505;3665,512;22310,19;20404,136;69141,344;4801,988;73943,332;28417,8831667948
"Botucatu";165588,281;1498002,597;550504,369;3160156,426;5374251,672;605107,39;5979359,062;42080,8987275849
"Bragança Paulista";99838,174;1987758,259;748675,698;3946313,675;6782585,806;1171714,247;7954300,053;48137,5690839441
"Braúna";36630,741;6689,06;29032,923;43388,546;115741,269;4945,544;120686,813;21578,1893438226
"Brejo Alegre";22314,874;3598,637;20677,961;24671,31;71262,782;4412,344;75675,127;27221,268705036
"Brodowski";93166,358;147133,404;134494,493;414073,83;788868,084;105962,667;894830,751;37080,6709348583
"Brotas";109572,985;280079,79;131686,685;482124,959;1003464,419;120522,147;1123986,566;46756,793793419
"Buri";225588,326;54818,881;99504,385;250755,84;630667,432;53462,753;684130,186;34518,905393814
"Buritama";72979,446;155316,735;82493,996;274828,036;585618,214;41946,969;627565,183;37639,607928987
"Buritizal";39267,935;119328,791;32876,518;42011,06;233484,303;11003,823;244488,126;56555,199167245
"Cabrália Paulista";25609,109;17340,874;25045,665;29701,611;97697,258;5184,55;102881,808;23892,6632605667
"Cabreúva";35185,854;1863557,206;282544,292;2651030,382;4832317,735;1129015,689;5961333,424;118960,197637292
"Caçapava";23143,72;1890322,691;430221,897;2018774,412;4362462,72;852090,551;5214553,271;56898,8637911093
"Cachoeira Paulista";19887,221;54496,617;156847,736;405443,2;636674,774;36957,65;673632,424;20803,3236774652
"Caconde";249083,086;33498,821;83830,762;185525,681;551938,351;22456,588;574394,938;30402,5267559414
"Cafelândia";107405,166;170241,413;89667,674;243593,291;610907,543;71636,947;682544,49;39485,3922249219
"Caiabu";19484,968;3832,668;24116,477;20301,493;67735,606;2070,794;69806,4;17009,3567251462
"Caieiras";4923,69;1735180,595;455744,606;1894172,878;4090021,77;768836,378;4858858,148;47753,8442819515
"Caiuá";31769,709;2736,099;34465,425;23348,878;92320,111;3934,813;96254,924;17060,426090039
"Cajamar";276,713;2955318,873;497559,69;14021896,021;17475051,296;5238108,977;22713160,274;288289,293453152
"Cajati";186075,238;621420,512;148902,86;425561,239;1381959,848;373266,619;1755226,467;60283,9149265009
"Cajobi";23624,544;8703,355;52076,02;75926,337;160330,256;10586,069;170916,324;16882,2919794548
"Cajuru";145197,576;127357,841;131124,944;285864,868;689545,228;72203,935;761749,163;29468,0527272727
"Campina do Monte Alegre";34383,354;15552,313;33231,12;57611,072;140777,859;10309,057;151086,917;25906,5358367627
"Campinas";170416,993;11136726,898;5182393,178;42629969,335;59119506,405;13827268,516;72946774,921;61737,9427288615
"Campo Limpo Paulista";10544,411;737110,229;364156,102;1038525,602;2150336,345;380613,743;2530950,088;30299,8933077936
"Campos do Jordão";5938,459;131448,569;267718,156;930238,697;1335343,881;114464,396;1449808,277;28819,2155564832
"Campos Novos Paulista";82320,64;13825,911;29105,415;58714,153;183966,119;10739,012;194705,131;40220,0229291469
"Cananéia";38790,803;17593,97;73959,37;119982,166;250326,309;14084,128;264410,437;21359,5958478068
"Canas";2281,379;19677,572;31054,215;63843,677;116856,843;13203,612;130060,455;25402,4326171875
"Cândido Mota";116464,014;229211,85;133277,924;832948,84;1311902,627;206444,39;1518347,017;50594,7023325558
"Cândido Rodrigues";32513,445;12621,04;17585,306;36235,48;98955,271;8152,464;107107,735;40085,2301646707
"Canitar";8454,042;62468,977;30588,93;47861,798;149373,747;14945,083;164318,829;32531,9400118788
"Capão Bonito";288352,126;118233,748;226304,908;550333,294;1183224,076;85873,369;1269097,445;27280,0981277273
"Capela do Alto";43696,438;40582,496;106830,584;172141,942;363251,46;29102,264;392353,724;18837,8012291147
"Capivari";60898,208;1045163,303;297785,227;1086429,183;2490275,922;500533,647;2990809,569;54690,5893464506
"Caraguatatuba";14037,065;976219,397;721398,377;2522464,931;4234119,77;298115,74;4532235,511;38707,2808181741
"Carapicuíba";331,514;911392,742;1330519,42;3961459,183;6203702,86;651002,874;6854705,734;17290,3458318514
"Cardoso";81695,869;16170,172;66213,221;141886,416;305965,678;15154,145;321119,823;27418,0176741803
"Casa Branca";264213,818;131200,656;149670,015;508921,118;1054005,608;125135,987;1179141,595;39904,6192764561
"Cássia dos Coqueiros";218852,843;8449,43;20775,1;40743,244;288820,616;4290,508;293111,124;117904,716009654
"Castilho";111293,316;532894,123;124161,215;471492,896;1239841,551;148445,496;1388287,047;66307,8304914744
"Catanduva";53856,422;910267,106;506725,006;3239255,171;4710103,705;508257,607;5218361,311;44444,1149351866
"Catiguá";22122,727;12343,407;35461,173;72450,596;142377,902;10523,907;152901,809;20238,4922567836
"Cedral";37045,843;172293,312;54598,596;187027,413;450965,163;82138,984;533104,147;59933,0125913435
"Cerqueira César";107438,999;239459,606;93132,469;417797,78;857828,854;99085,131;956913,985;49452,919121447
"Cerquilho";75194,103;742604,22;215221,715;931036,135;1964056,173;379849,724;2343905,897;49942,5956064093
"Cesário Lange";62225,298;88444,887;90871,279;445274,14;686815,605;53753,477;740569,082;42659,5093317972
"Charqueada";21621,043;174764,359;74413,247;187873,344;458671,993;56450,585;515122,578;30168,2329721816
"Chavantes";26826,392;20929,378;64975,589;129521,785;242253,144;24091,627;266344,771;21779,7670291929
"Clementina";29694,728;23717,113;42157,702;77579,417;173148,96;13261,632;186410,592;22157,4458576013
"Colina";81769,326;459502,574;112413,987;687096,536;1340782,423;200890,58;1541673,004;87565,2052709304
"Colômbia";113624,842;80643,52;53138,69;94802,617;342209,67;31008,975;373218,645;61709,4320436508
"Conchal";46361,614;238864,193;126418,659;349403,836;761048,302;98225,971;859274,273;31308,9551102204
"Conchas";86114,502;32691,414;93455,353;188775,724;401036,992;31956,298;432993,289;25169,6383770273
"Cordeirópolis";60273,844;1298662,354;197078,759;1915957,766;3471972,723;635853,772;4107826,495;166883,05890717
"Coroados";63907,789;37004,816;30611,128;68661,543;200185,276;18591,938;218777,214;36639,9621503936
"Coronel Macedo";65678,684;10818,532;28508,377;31399,016;136404,608;4753,022;141157,631;29170,8268237239
"Corumbataí";38854,123;19007,579;31662,99;200435,336;289960,028;55065,565;345025,593;86930,1065759637
"Cosmópolis";26685,294;652548,775;332129,065;827086,144;1838449,277;271190,453;2109639,73;29213,3175932978
"Cosmorama";86572,891;139844,676;41587,71;145772,939;413778,215;93030,834;506809,049;72650,3797305046
"Cotia";31267,793;3684979,104;1172265,337;7573010,285;12461522,519;3652642,093;16114164,611;64102,3009244894
"Cravinhos";65544,974;463804,461;165770,606;745529,014;1440649,055;312487,819;1753136,873;50614,570343852
"Cristais Paulista";154882,564;23523,988;43540,115;107863,405;329810,073;16755,838;346565,911;40801,2610077702
"Cruzália";23109,825;5099,345;17065,842;76365,574;121640,586;16023,387;137663,972;65398,56152019
"Cruzeiro";12249,688;964748,265;358803,137;1342170,473;2677971,563;504401,221;3182372,784;39716,1140175719
"Cubatão";1326,057;12465419,7;796868,344;5836351,934;19099966,035;2846505,627;21946471,662;168786,553831955
"Cunha";46491,364;15695,85;98788,033;150424,248;311399,495;14962,764;326362,259;15067,5096491228
"Descalvado";154764,39;606766,077;176024,596;817834,082;1755389,145;325772,734;2081161,879;64004,2403432157
"Diadema";1127,148;5202146,679;1829677,772;7914093,828;14947045,427;3537310,107;18484355,533;45573,3181121116
"Dirce Reis";9389,9;21193,812;13520,937;18683,787;62788,436;7038,338;69826,774;40715,3201166181
"Divinolândia";164414,276;18570,639;51368,66;232712,139;467065,714;24391,661;491457,375;45233,0763920847
"Dobrada";15060,78;20855,94;42454,53;47907,212;126278,463;12648,112;138926,575;15462,0562047858
"Dois Córregos";111840,072;150386,967;124245,704;343848,172;730320,914;104978,22;835299,134;30764,9491363117
"Dolcinópolis";17233,571;2883,359;16784,083;20071,677;56972,689;1974,105;58946,794;28994,9798327595
"Dourado";28552,622;314882,638;49515,301;231733,8;624684,362;177614,783;802299,144;94767,2034018427
"Dracena";53745,88;200347,816;194977,933;865879,916;1314951,546;130026,396;1444977,941;32047,9493656849
"Duartina";16210,505;27923,342;60937,279;130967,207;236038,334;16587,341;252625,675;21156,1573570053
"Dumont";29209,02;58643,683;50164,566;154247,591;292264,859;50066,745;342331,605;35441,7232632778
"Echaporã";34664,062;7770,564;32686,551;66839,921;141961,097;10470,443;152431,541;24554,0497744845
"Eldorado";146214,404;12950,934;74408,078;86045,306;319618,723;9730,352;329349,074;21482,5565194704
"Elias Fausto";101618,804;371413,346;96498,853;300563,399;870094,402;134560,695;1004655,097;57543,6793058022
"Elisiário";15319,978;2722,802;24234,917;29479,387;71757,084;4293,722;76050,806;21617,6253553155
"Embaúba";11552,23;6253,928;18326,03;19026,534;55158,722;2041,498;57200,22;23773,9900249377
"Embu das Artes";397,817;1790455,934;1099631,667;8506889,409;11397374,827;2917378,931;14314753,758;52383,9546742002
"Embu-Guaçu";2757,21;279476,507;317595,864;590362,95;1190192,531;265932,836;1456125,367;21237,1525851382
"Emilianópolis";25690,611;5697,494;22579,865;22514,839;76482,809;2692,026;79174,834;25798,2515477354
"Engenheiro Coelho";48387,995;130542,389;96102,587;301599,581;576632,552;84420,621;661053,173;31653,5708197663
"Espírito Santo do Pinhal";174806,062;570660,663;186864,551;907642,998;1839974,274;225849,487;2065823,762;48449,1606744999
"Espírito Santo do Turvo";24141,225;4027,772;28650,882;30170,034;86989,913;4782,58;91772,493;18922,1635051546
"Estiva Gerbi";55493,171;92781,439;60521,225;133306,477;342102,311;47329,824;389432,135;34907,8643779132
"Estrela do Norte";19267,693;2896,191;20415,055;16302,326;58881,266;3565,166;62446,432;23405,7091454273
"Estrela d'Oeste";47013,073;322398,642;40625,238;252573,626;662610,579;90646,789;753257,368;93190,3214153161
"Euclides da Cunha Paulista";35911,63;6392,352;45991,363;42975,678;131271,023;5227,399;136498,422;14294,5252906063
"Fartura";97585,466;53953,657;77777,763;214081,615;443398,501;30313,803;473712,304;30213,1707379297
"Fernando Prestes";61991,458;25277,382;33580,899;70717,318;191567,057;14026,577;205593,634;36924,1440373563
"Fernandópolis";83864,046;383335,299;321907,815;1461339,829;2250446,989;218319,342;2468766,33;37331,4531762713
"Fernão";36213,35;3402,017;14526,132;23174,42;77315,919;3638,189;80954,108;48885,3309178744
"Ferraz de Vasconcelos";3345,067;1554618,945;721054,293;1877666,314;4156684,618;583988,687;4740673,305;24290,2181966306
"Flora Rica";16114,754;1695,894;13061,735;10249,123;41121,507;1034,637;42156,144;26765,8057142857
"Floreal";29772,115;4783,238;19889,238;24273,516;78718,107;3167,984;81886,09;28812,839549613
"Flórida Paulista";53191,975;26834,159;68907,19;103218,827;252152,152;12689,306;264841,457;21960,3198175788
"Florínea";35659,459;4959,845;22458,78;89442,547;152520,63;19427,948;171948,578;63755,4979606971
"Franca";159928,808;1608561,476;1438920,582;6913824,261;10121235,126;1154850,887;11276086,013;32798,2932364944
"Francisco Morato";657,915;127499,056;658442,041;988959,398;1775558,41;96908,402;1872466,812;10618,1416760233
"Franco da Rocha";4528,066;1336799,082;607769,478;1871367,84;3820464,465;477406,26;4297870,725;27925,8411142083
"Gabriel Monteiro";28442,691;16276,463;18157,761;26511,248;89388,163;4316,736;93704,899;35003,6977960403
"Gália";50283,365;11685,908;33852,374;67199,592;163021,239;9698,139;172719,377;26421,8107694661
"Garça";123187,009;217931,225;186022,885;1045772,679;1572913,798;152313,987;1725227,785;40703,734457945
"Gastão Vidigal";21817,456;4534,497;23337,259;31816,826;81506,037;4322,031;85828,068;17839,964248597
"Gavião Peixoto";47791,742;739454,245;39175,792;197164,038;1023585,817;160599,234;1184185,051;255929,338880484
"General Salgado";55733,829;12628,317;53622,205;135424,323;257408,674;17690,617;275099,291;25874,6511474793
"Getulina";74848,338;6035,606;53761,451;73131,432;207776,827;8210,749;215987,576;19895,6868091378
"Glicério";32201,396;17461,264;29046,354;39801,549;118510,563;6803,543;125314,106;26315,435951281
"Guaiçara";28038,137;32268,427;57415,861;83097,326;200819,751;31421,201;232240,952;19281,1085097551
"Guaimbê";26372,233;349668,16;25930,348;33408,804;435379,544;7582,317;442961,861;79856,1133946277
"Guaíra";262394,707;911598,262;223190,265;1011424,379;2408607,612;296237,644;2704845,256;69082,2203606273
"Guapiaçu";68217,484;284893,638;94570,406;343739,707;791421,234;104994,045;896415,279;42564,8280626781
"Guapiara";186970,175;50975,556;86038,301;97990,356;421974,389;17137,14;439111,528;24624,9174517721
"Guará";54094,026;101736,603;114425,324;298764,004;569019,957;49185,537;618205,494;29569,3066437079
"Guaraçaí";151152,556;14884,404;47542,011;99408,666;312987,637;13584,027;326571,664;38877,579047619
"Guaraci";89255,008;74477,799;62792,791;110723,041;337248,638;38204,151;375452,79;33977,6280542986
"Guarani d'Oeste";6343,309;2916,658;14943,575;11395,893;35599,435;1440,071;37039,506;19321,5993740219
"Guarantã";64115,506;22445,503;36297,544;60246,439;183104,992;13213,769;196318,761;30272,7464919044
"Guararapes";234718,728;231377,231;152933,001;483626,647;1102655,606;97022,02;1199677,625;37303,4087375622
"Guararema";50979,23;370827,15;149825,75;751161,711;1322793,841;223947,425;1546741,266;52015,7810734463
"Guaratinguetá";49627,11;2657654,269;538107,546;3075538,379;6320927,304;1556954,888;7877882,192;66345,088823574
"Guareí";74506,453;52384,565;82014,273;83287,362;292192,653;21487,978;313680,631;19798,0706261045
"Guariba";68503,907;250885,216;185248,069;512977,842;1017615,034;117518,593;1135133,627;28894,8358661067
"Guarujá";50432,474;1150370,014;1737251,69;5976188,25;8914242,428;1580009,955;10494252,383;32920,6659984817
"Guarulhos";57763,458;17040800,632;5882058,391;40037172,291;63017794,772;14358671,95;77376466,722;56816,6721165581
"Guatapará";87618,689;13970,958;51313,309;74247,527;227150,484;18212,529;245363,012;32793,773322641
"Guzolândia";23193,226;5722,325;29312,786;31713,387;89941,724;3643,295;93585,019;18228,4805220101
"Herculândia";87683,163;73605,696;46025,59;118033,875;325348,324;30607,131;355955,455;38233,6686358754
"Holambra";509243,385;228721,833;83856,88;498745,64;1320567,738;142833,667;1463401,405;99476,6776561757
"Hortolândia";1574,644;5178931,114;1088111,935;8314851,018;14583468,711;3794353,013;18377821,724;78689,6985801634
"Iacanga";73945,092;48278,72;63165,056;379964,829;565353,697;92656,245;658009,942;57669,5829973707
"Iacri";99988,374;27681,229;30834,88;127935,424;286439,907;30355,525;316795,432;50646,7517186251
"Iaras";42584,054;10675,133;46904,99;56934,427;157098,603;11823,657;168922,26;24329,8660521388
"Ibaté";50894,146;407365,102;155997,629;422490,184;1036747,062;122506,423;1159253,485;33079,941930145
"Ibirá";48698,129;62072,376;61802,299;126892,359;299465,164;18661,11;318126,274;26222,0799538411
"Ibirarema";40776,07;28914,675;36499,159;109952,565;216142,469;28471,93;244614,399;32313,6590488771
"Ibitinga";103103,807;407690,466;262815,579;994118,846;1767728,698;197493,828;1965222,526;33388,0823309548
"Ibiúna";457846,327;391626,046;376554,739;904426,913;2130454,025;240131,526;2370585,551;30840,0945919575
"Icém";30442,17;46755,084;50868,999;74123,631;202189,884;7099,21;209289,094;25911,7362882258
"Iepê";83572,809;13880,299;52061,781;222617,793;372132,683;62223,143;434355,825;54684,1023542742
"Igaraçu do Tietê";15879,572;23366,218;104422,547;202869,944;346538,281;34646,222;381184,503;15747,521399653
"Igarapava";58077,579;163275,34;129816,965;780396,081;1131565,966;168071,276;1299637,242;43966,0771989175
"Igaratá";2694,457;24559,35;55878,919;128599,513;211732,239;28433,232;240165,471;25675,1626042335
"Iguape";102580,484;800549,085;158330,72;497572,56;1559032,85;29587,59;1588620,44;53751,3260023685
"Ilha Comprida";5569,439;847859,843;96872,878;397962,489;1348264,649;15296,458;1363561,107;130985,697118156
"Ilha Solteira";73083,216;39867,795;142701,463;408260,417;663912,892;42162,057;706074,949;27416,1275530015
"Ilhabela";4355,183;9689118,052;311820,102;3816794,074;13822087,41;134530,851;13956618,262;412661,312852961
"Indaiatuba";46618,663;6772161,333;1241521,091;9716238,747;17776539,834;5040577,052;22817116,886;92992,1704148089
"Indiana";18006,03;3921,954;27571,412;33369,854;82869,249;4098,981;86968,231;18228,5120519807
"Indiaporã";27338,074;5859,752;24646,943;48191,812;106036,581;5066,402;111102,983;28880,4218871848
"Inúbia Paulista";9787,826;7679,618;22845,558;81553,699;121866,701;14814,16;136680,861;34929,9414771275
"Ipaussu";37047,84;123713,003;76943,805;210477,649;448182,298;50916,287;499098,585;34236,423720675
"Iperó";21813,286;308392,806;168088,442;333669,815;831964,349;137729,475;969693,824;27864,7650574713
"Ipeúna";24395,317;486813,768;42254,994;272643,298;826107,378;121804,417;947911,795;122929,813902218
"Ipiguá";19588,334;24359,218;26170,561;39831,129;109949,242;14309,515;124258,756;23507,1426409383
"Iporanga";7278,938;2987,449;28850,987;22229,423;61346,797;2112,567;63459,365;14344,3410940326
"Ipuã";75494,416;40963,4;90859,553;203006,802;410324,171;32390,893;442715,064;27667,9622523592
"Iracemápolis";22556,37;714975,253;122989,775;749838,887;1610360,285;517564,974;2127925,258;89008,4601999414
"Irapuã";73483,694;9689,122;36457,898;59246,677;178877,391;7346,026;186223,417;23976,2349684563
"Irapuru";21815,73;2638,134;35733,851;44503,456;104691,171;4904,053;109595,224;15023,3343385881
"Itaberá";304163,077;34937,953;91961,078;485005,752;916067,861;100051,175;1016119,036;57684,8728924212
"Itaí";301407,217;68359,7;126863,006;347177,372;843807,294;81089,428;924896,722;34607,9222450889
"Itajobi";195824,674;238575,004;79969,036;333653,222;848021,937;87197,858;935219,794;64047,3766607314
"Itaju";45850,604;79572,071;23865,143;59660,515;208948,334;23308,166;232256,5;62976,2744034707
"Itanhaém";65653,361;159891,15;542815,013;1451541,936;2219901,459;149373,299;2369274,758;23751,8897855661
"Itaoca";9352,341;6907,746;19520,179;15328,072;51108,337;2236,916;53345,253;16738,3912770631
"Itapecerica da Serra";26749,485;767377,049;725528,599;2720393,811;4240048,944;669249,804;4909298,748;28688,7136621027
"Itapetininga";411249,541;1394942,5;685169,449;3095970,818;5587332,307;772390,288;6359722,596;39376,892903801
"Itapeva";991508,663;477193,322;431700,823;1560789,808;3461192,616;327799,862;3788992,478;41129,7122108485
"Itapevi";364,666;1967818,035;1016204,434;7477096,427;10461483,562;2393511,456;12854995,018;53307,0496288617
"Itapira";76928,681;1922953,26;353902,095;1743951,181;4097735,217;658596,209;4756331,426;66420,8608694438
"Itapirapuã Paulista";3028,786;2864,271;24442,448;19853,768;50189,273;2400,934;52590,208;12479,8785002373
"Itápolis";157620,108;315905,16;202192,969;784293,487;1460011,724;170808,184;1630819,908;39157,2202266615
"Itaporanga";65058,739;12969,588;69996,493;142140,633;290165,452;15348,801;305514,254;20769,1539089055
"Itapuí";23467,57;300836,91;65153,213;466055,325;855513,018;148215,97;1003728,987;72143,24638827
"Itapura";35615,413;4324,714;29815,317;30535,108;100290,552;4337,037;104627,589;21073,0290030211
"Itaquaquecetuba";15805,816;2351745,61;1324841,272;4428777,879;8121170,577;1398447,129;9519617,706;25385,8503028024
"Itararé";172774,078;118452,578;218485,133;580730,102;1090441,892;91982,12;1182424,012;24057,946489247
"Itariri";109346,831;13139,103;76866,312;204462,196;403814,441;35166,021;438980,463;25168,0118679051
